filepath,native_language,split,source_file,word_index,duration,unit_type
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,2,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,3,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,4,0.49,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,5,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,6,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_8_word07.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_8.wav,7,0.44,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,0,1.02,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,1,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,2,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,3,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,4,0.43,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,5,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,6,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_15_word07.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_15.wav,7,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,0,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,1,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,2,1.02,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,3,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,4,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_20_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_20.wav,5,0.96,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,0,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,1,1.63,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,2,0.44,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,3,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,4,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,5,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_29_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_29.wav,6,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,0,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,1,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,2,0.91,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,3,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,4,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_2_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_2.wav,5,0.39,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,0,0.21,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,1,0.48,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,2,0.68,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,3,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,4,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,5,0.72,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_3_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_3.wav,6,0.21,word
word_level\jharkhand\Jharkhand_speaker_02_L7_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L7.wav,0,0.26,word
word_level\jharkhand\Jharkhand_speaker_02_L7_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L7.wav,1,1.4,word
word_level\jharkhand\Jharkhand_speaker_02_L7_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L7.wav,2,0.76,word
word_level\jharkhand\Jharkhand_speaker_02_L7_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L7.wav,3,0.43,word
word_level\jharkhand\Jharkhand_speaker_02_L7_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L7.wav,4,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,0,0.7,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,1,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,2,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,3,0.32,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,4,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,5,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_14_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,6,0.4,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_32_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_32.wav,0,1.16,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_32_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_32.wav,1,0.65,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_32_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_32.wav,2,0.67,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_32_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_32.wav,3,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_32_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_32.wav,4,0.7,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_25_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_25.wav,0,0.57,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_25_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_25.wav,1,0.69,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_25_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_25.wav,2,0.7,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_25_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_25.wav,3,1.06,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_25_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_25.wav,4,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_2_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_2.wav,0,0.49,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_2_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_2.wav,1,0.34,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_2_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_2.wav,2,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_2_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_2.wav,3,0.33,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_2_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_2.wav,4,0.61,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,0,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,1,0.62,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,2,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,3,0.55,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,4,0.92,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,5,0.28,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (6)_26_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (6)_26.wav,6,0.35,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_18_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_18.wav,0,0.33,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_18_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_18.wav,1,1.65,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (10)_18_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (10)_18.wav,2,1.58,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_12_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_12.wav,0,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_12_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_12.wav,1,4.03,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_12_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_12.wav,2,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_12_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_12.wav,3,0.46,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_22_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_22.wav,0,1.14,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_22_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_22.wav,1,0.72,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_22_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_22.wav,2,0.66,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_22_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_22.wav,3,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_13_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (2)_13.wav,0,2.61,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_13_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (2)_13.wav,1,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (2)_13_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (2)_13.wav,2,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_24_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording_24.wav,0,0.3,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_24_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording_24.wav,1,0.49,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_24_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording_24.wav,2,0.64,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_24_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording_24.wav,3,1.06,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_24_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording_24.wav,4,0.49,word
word_level\jharkhand\Jharkhand_speaker_03_01_1_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_01_1.wav,0,0.24,word
word_level\jharkhand\Jharkhand_speaker_03_01_1_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_01_1.wav,1,2.02,word
word_level\jharkhand\Jharkhand_speaker_03_03_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_03.wav,0,0.41,word
word_level\jharkhand\Jharkhand_speaker_03_03_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_03.wav,1,0.47,word
word_level\jharkhand\Jharkhand_speaker_03_03_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_03.wav,2,0.49,word
word_level\jharkhand\Jharkhand_speaker_03_03_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_03_03.wav,3,0.63,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,0,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,1,0.6,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,2,0.28,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,3,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,4,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,5,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (7)_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (7).wav,6,0.47,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording.wav,0,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording.wav,1,0.97,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording.wav,2,0.8,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording.wav,3,0.53,word
word_level\jharkhand\Jharkhand_speaker_01_Recording_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording.wav,4,0.21,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,0,2.8,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,1,0.31,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,2,0.65,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,3,0.33,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,4,0.22,word
word_level\jharkhand\Jharkhand_speaker_02_L51_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L51.wav,5,0.94,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_21_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_21.wav,0,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_21_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_21.wav,1,0.76,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_21_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_21.wav,2,0.36,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_21_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_21.wav,3,0.58,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_21_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_21.wav,4,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,0,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,1,0.49,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,2,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,3,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,4,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,5,0.31,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,6,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_22_word07.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_22.wav,7,0.24,word
word_level\jharkhand\Jharkhand_speaker_02_L8_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L8.wav,0,1.21,word
word_level\jharkhand\Jharkhand_speaker_02_L8_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L8.wav,1,0.31,word
word_level\jharkhand\Jharkhand_speaker_02_L8_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L8.wav,2,0.42,word
word_level\jharkhand\Jharkhand_speaker_02_L8_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_02_L8.wav,3,0.71,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_3_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_3.wav,0,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_3_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_3.wav,1,0.63,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (9)_3_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (9)_3.wav,2,2.34,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,0,0.67,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,1,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,2,0.22,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,3,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,4,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_30_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_30.wav,5,0.8,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,0,0.21,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,1,0.46,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,2,0.27,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,3,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,4,0.23,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,5,0.65,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word06.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,6,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_7_word07.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_7.wav,7,0.71,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,0,0.58,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,1,0.29,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,2,0.33,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,3,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,4,0.24,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (5)_19_word05.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (5)_19.wav,5,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_16_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_16.wav,0,0.38,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_16_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_16.wav,1,0.88,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_16_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_16.wav,2,0.69,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_16_word03.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_16.wav,3,0.25,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (8)_16_word04.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (8)_16.wav,4,0.26,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_8_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_8.wav,0,1.11,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_8_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_8.wav,1,0.7,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (3)_8_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (3)_8.wav,2,0.5,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_3_word00.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_3.wav,0,0.34,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_3_word01.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_3.wav,1,0.44,word
word_level\jharkhand\Jharkhand_speaker_01_Recording (4)_3_word02.wav,jharkhand,train,jharkhand\Jharkhand_speaker_01_Recording (4)_3.wav,2,0.48,word
