filepath,filename,speaker_id,native_language,age_group,utterance_type,text,sampling_rate,split,duration
gujrat\Gujrat_speaker_02_3_11.wav,Gujrat_speaker_02_3_11.wav,gujrat_spk_0196,gujrat,adult,read,,48000,train,3.776
gujrat\Gujrat_speaker_02_3_12.wav,Gujrat_speaker_02_3_12.wav,gujrat_spk_0197,gujrat,adult,read,,48000,train,4.1386666666666665
gujrat\Gujrat_speaker_02_3_13.wav,Gujrat_speaker_02_3_13.wav,gujrat_spk_0198,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_3_14.wav,Gujrat_speaker_02_3_14.wav,gujrat_spk_0199,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_3_2.wav,Gujrat_speaker_02_3_2.wav,gujrat_spk_0200,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_3_3.wav,Gujrat_speaker_02_3_3.wav,gujrat_spk_0201,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_3_4.wav,Gujrat_speaker_02_3_4.wav,gujrat_spk_0202,gujrat,adult,read,,48000,train,4.693333333333333
gujrat\Gujrat_speaker_02_3_5.wav,Gujrat_speaker_02_3_5.wav,gujrat_spk_0203,gujrat,adult,read,,48000,train,4.608
gujrat\Gujrat_speaker_02_3_6.wav,Gujrat_speaker_02_3_6.wav,gujrat_spk_0204,gujrat,adult,read,,48000,train,3.968
gujrat\Gujrat_speaker_02_3_7.wav,Gujrat_speaker_02_3_7.wav,gujrat_spk_0205,gujrat,adult,read,,48000,train,4.416
gujrat\Gujrat_speaker_02_3_8.wav,Gujrat_speaker_02_3_8.wav,gujrat_spk_0206,gujrat,adult,read,,48000,train,4.565333333333333
gujrat\Gujrat_speaker_02_3_9.wav,Gujrat_speaker_02_3_9.wav,gujrat_spk_0207,gujrat,adult,read,,48000,train,4.608
gujrat\Gujrat_speaker_02_4.wav,Gujrat_speaker_02_4.wav,gujrat_spk_0208,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_4_1.wav,Gujrat_speaker_02_4_1.wav,gujrat_spk_0209,gujrat,adult,read,,48000,train,4.096
gujrat\Gujrat_speaker_02_4_10.wav,Gujrat_speaker_02_4_10.wav,gujrat_spk_0210,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_4_11.wav,Gujrat_speaker_02_4_11.wav,gujrat_spk_0211,gujrat,adult,read,,48000,train,4.394666666666667
gujrat\Gujrat_speaker_02_4_12.wav,Gujrat_speaker_02_4_12.wav,gujrat_spk_0212,gujrat,adult,read,,48000,train,4.2026666666666666
gujrat\Gujrat_speaker_02_4_13.wav,Gujrat_speaker_02_4_13.wav,gujrat_spk_0213,gujrat,adult,read,,48000,train,4.288
gujrat\Gujrat_speaker_02_4_14.wav,Gujrat_speaker_02_4_14.wav,gujrat_spk_0214,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_4_2.wav,Gujrat_speaker_02_4_2.wav,gujrat_spk_0215,gujrat,adult,read,,48000,train,4.672
gujrat\Gujrat_speaker_02_4_3.wav,Gujrat_speaker_02_4_3.wav,gujrat_spk_0216,gujrat,adult,read,,48000,train,4.224
gujrat\Gujrat_speaker_02_4_4.wav,Gujrat_speaker_02_4_4.wav,gujrat_spk_0217,gujrat,adult,read,,48000,train,4.586666666666667
gujrat\Gujrat_speaker_02_4_5.wav,Gujrat_speaker_02_4_5.wav,gujrat_spk_0218,gujrat,adult,read,,48000,train,4.458666666666667
gujrat\Gujrat_speaker_02_4_6.wav,Gujrat_speaker_02_4_6.wav,gujrat_spk_0219,gujrat,adult,read,,48000,train,3.712
gujrat\Gujrat_speaker_02_4_7.wav,Gujrat_speaker_02_4_7.wav,gujrat_spk_0220,gujrat,adult,read,,48000,train,4.16
gujrat\Gujrat_speaker_02_4_8.wav,Gujrat_speaker_02_4_8.wav,gujrat_spk_0221,gujrat,adult,read,,48000,train,4.458666666666667
gujrat\Gujrat_speaker_02_4_9.wav,Gujrat_speaker_02_4_9.wav,gujrat_spk_0222,gujrat,adult,read,,48000,train,4.309333333333333
gujrat\Gujrat_speaker_02_5.wav,Gujrat_speaker_02_5.wav,gujrat_spk_0223,gujrat,adult,read,,48000,train,4.608
gujrat\Gujrat_speaker_02_5_1.wav,Gujrat_speaker_02_5_1.wav,gujrat_spk_0224,gujrat,adult,read,,48000,train,4.544
gujrat\Gujrat_speaker_02_5_10.wav,Gujrat_speaker_02_5_10.wav,gujrat_spk_0225,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_5_11.wav,Gujrat_speaker_02_5_11.wav,gujrat_spk_0226,gujrat,adult,read,,48000,train,4.565333333333333
gujrat\Gujrat_speaker_02_5_12.wav,Gujrat_speaker_02_5_12.wav,gujrat_spk_0227,gujrat,adult,read,,48000,train,4.672
gujrat\Gujrat_speaker_02_5_13.wav,Gujrat_speaker_02_5_13.wav,gujrat_spk_0228,gujrat,adult,read,,48000,train,3.7333333333333334
gujrat\Gujrat_speaker_02_5_14.wav,Gujrat_speaker_02_5_14.wav,gujrat_spk_0229,gujrat,adult,read,,48000,train,4.352
gujrat\Gujrat_speaker_02_5_2.wav,Gujrat_speaker_02_5_2.wav,gujrat_spk_0230,gujrat,adult,read,,48000,train,4.672
gujrat\Gujrat_speaker_02_5_3.wav,Gujrat_speaker_02_5_3.wav,gujrat_spk_0231,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_5_4.wav,Gujrat_speaker_02_5_4.wav,gujrat_spk_0232,gujrat,adult,read,,48000,train,4.565333333333333
gujrat\Gujrat_speaker_02_5_5.wav,Gujrat_speaker_02_5_5.wav,gujrat_spk_0233,gujrat,adult,read,,48000,train,4.693333333333333
gujrat\Gujrat_speaker_02_5_6.wav,Gujrat_speaker_02_5_6.wav,gujrat_spk_0234,gujrat,adult,read,,48000,train,3.8186666666666667
gujrat\Gujrat_speaker_02_5_7.wav,Gujrat_speaker_02_5_7.wav,gujrat_spk_0235,gujrat,adult,read,,48000,train,3.925333333333333
gujrat\Gujrat_speaker_02_5_8.wav,Gujrat_speaker_02_5_8.wav,gujrat_spk_0236,gujrat,adult,read,,48000,train,3.776
gujrat\Gujrat_speaker_02_5_9.wav,Gujrat_speaker_02_5_9.wav,gujrat_spk_0237,gujrat,adult,read,,48000,train,4.544
gujrat\Gujrat_speaker_02_6.wav,Gujrat_speaker_02_6.wav,gujrat_spk_0238,gujrat,adult,read,,48000,train,4.2026666666666666
gujrat\Gujrat_speaker_02_6_1.wav,Gujrat_speaker_02_6_1.wav,gujrat_spk_0239,gujrat,adult,read,,48000,train,4.309333333333333
gujrat\Gujrat_speaker_02_6_10.wav,Gujrat_speaker_02_6_10.wav,gujrat_spk_0240,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_6_11.wav,Gujrat_speaker_02_6_11.wav,gujrat_spk_0241,gujrat,adult,read,,48000,train,4.288
gujrat\Gujrat_speaker_02_6_12.wav,Gujrat_speaker_02_6_12.wav,gujrat_spk_0242,gujrat,adult,read,,48000,train,4.8
gujrat\Gujrat_speaker_02_6_13.wav,Gujrat_speaker_02_6_13.wav,gujrat_spk_0243,gujrat,adult,read,,48000,train,5.1626666666666665
gujrat\Gujrat_speaker_02_6_14.wav,Gujrat_speaker_02_6_14.wav,gujrat_spk_0244,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_6_2.wav,Gujrat_speaker_02_6_2.wav,gujrat_spk_0245,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_6_3.wav,Gujrat_speaker_02_6_3.wav,gujrat_spk_0246,gujrat,adult,read,,48000,train,4.032
gujrat\Gujrat_speaker_02_6_4.wav,Gujrat_speaker_02_6_4.wav,gujrat_spk_0247,gujrat,adult,read,,48000,train,5.013333333333334
gujrat\Gujrat_speaker_02_6_5.wav,Gujrat_speaker_02_6_5.wav,gujrat_spk_0248,gujrat,adult,read,,48000,train,4.842666666666666
gujrat\Gujrat_speaker_02_6_6.wav,Gujrat_speaker_02_6_6.wav,gujrat_spk_0249,gujrat,adult,read,,48000,train,4.2026666666666666
gujrat\Gujrat_speaker_02_6_7.wav,Gujrat_speaker_02_6_7.wav,gujrat_spk_0250,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_6_8.wav,Gujrat_speaker_02_6_8.wav,gujrat_spk_0251,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_6_9.wav,Gujrat_speaker_02_6_9.wav,gujrat_spk_0252,gujrat,adult,read,,48000,train,5.610666666666667
gujrat\Gujrat_speaker_02_7.wav,Gujrat_speaker_02_7.wav,gujrat_spk_0253,gujrat,adult,read,,48000,train,4.394666666666667
gujrat\Gujrat_speaker_02_7_1.wav,Gujrat_speaker_02_7_1.wav,gujrat_spk_0254,gujrat,adult,read,,48000,train,4.778666666666667
gujrat\Gujrat_speaker_02_7_10.wav,Gujrat_speaker_02_7_10.wav,gujrat_spk_0255,gujrat,adult,read,,48000,train,5.824
gujrat\Gujrat_speaker_02_7_11.wav,Gujrat_speaker_02_7_11.wav,gujrat_spk_0256,gujrat,adult,read,,48000,train,3.648
gujrat\Gujrat_speaker_02_7_12.wav,Gujrat_speaker_02_7_12.wav,gujrat_spk_0257,gujrat,adult,read,,48000,train,4.288
gujrat\Gujrat_speaker_02_7_13.wav,Gujrat_speaker_02_7_13.wav,gujrat_spk_0258,gujrat,adult,read,,48000,train,4.501333333333333
gujrat\Gujrat_speaker_02_7_14.wav,Gujrat_speaker_02_7_14.wav,gujrat_spk_0259,gujrat,adult,read,,48000,train,4.437333333333333
gujrat\Gujrat_speaker_02_7_2.wav,Gujrat_speaker_02_7_2.wav,gujrat_spk_0260,gujrat,adult,read,,48000,train,4.693333333333333
gujrat\Gujrat_speaker_02_7_3.wav,Gujrat_speaker_02_7_3.wav,gujrat_spk_0261,gujrat,adult,read,,48000,train,4.778666666666667
gujrat\Gujrat_speaker_02_7_4.wav,Gujrat_speaker_02_7_4.wav,gujrat_spk_0262,gujrat,adult,read,,48000,train,4.501333333333333
gujrat\Gujrat_speaker_02_7_5.wav,Gujrat_speaker_02_7_5.wav,gujrat_spk_0263,gujrat,adult,read,,48000,train,4.074666666666666
gujrat\Gujrat_speaker_02_7_6.wav,Gujrat_speaker_02_7_6.wav,gujrat_spk_0264,gujrat,adult,read,,48000,train,4.266666666666667
gujrat\Gujrat_speaker_02_7_7.wav,Gujrat_speaker_02_7_7.wav,gujrat_spk_0265,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_7_8.wav,Gujrat_speaker_02_7_8.wav,gujrat_spk_0266,gujrat,adult,read,,48000,train,4.373333333333333
gujrat\Gujrat_speaker_02_7_9.wav,Gujrat_speaker_02_7_9.wav,gujrat_spk_0267,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_8.wav,Gujrat_speaker_02_8.wav,gujrat_spk_0268,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_8_1.wav,Gujrat_speaker_02_8_1.wav,gujrat_spk_0269,gujrat,adult,read,,48000,train,4.416
gujrat\Gujrat_speaker_02_8_10.wav,Gujrat_speaker_02_8_10.wav,gujrat_spk_0270,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_8_11.wav,Gujrat_speaker_02_8_11.wav,gujrat_spk_0271,gujrat,adult,read,,48000,train,4.16
gujrat\Gujrat_speaker_02_8_12.wav,Gujrat_speaker_02_8_12.wav,gujrat_spk_0272,gujrat,adult,read,,48000,train,4.373333333333333
gujrat\Gujrat_speaker_02_8_13.wav,Gujrat_speaker_02_8_13.wav,gujrat_spk_0273,gujrat,adult,read,,48000,train,4.437333333333333
gujrat\Gujrat_speaker_02_8_14.wav,Gujrat_speaker_02_8_14.wav,gujrat_spk_0274,gujrat,adult,read,,48000,train,4.629333333333333
gujrat\Gujrat_speaker_02_8_2.wav,Gujrat_speaker_02_8_2.wav,gujrat_spk_0275,gujrat,adult,read,,48000,train,4.650666666666667
gujrat\Gujrat_speaker_02_8_3.wav,Gujrat_speaker_02_8_3.wav,gujrat_spk_0276,gujrat,adult,read,,48000,train,4.544
gujrat\Gujrat_speaker_02_8_4.wav,Gujrat_speaker_02_8_4.wav,gujrat_spk_0277,gujrat,adult,read,,48000,train,4.352
gujrat\Gujrat_speaker_02_8_5.wav,Gujrat_speaker_02_8_5.wav,gujrat_spk_0278,gujrat,adult,read,,48000,train,4.8213333333333335
gujrat\Gujrat_speaker_02_8_6.wav,Gujrat_speaker_02_8_6.wav,gujrat_spk_0279,gujrat,adult,read,,48000,train,5.226666666666667
gujrat\Gujrat_speaker_02_8_7.wav,Gujrat_speaker_02_8_7.wav,gujrat_spk_0280,gujrat,adult,read,,48000,train,4.16
gujrat\Gujrat_speaker_02_8_8.wav,Gujrat_speaker_02_8_8.wav,gujrat_spk_0281,gujrat,adult,read,,48000,train,4.650666666666667
gujrat\Gujrat_speaker_02_8_9.wav,Gujrat_speaker_02_8_9.wav,gujrat_spk_0282,gujrat,adult,read,,48000,train,4.672
gujrat\Gujrat_speaker_02_9.wav,Gujrat_speaker_02_9.wav,gujrat_spk_0283,gujrat,adult,read,,48000,train,4.053333333333334
gujrat\Gujrat_speaker_02_9_1.wav,Gujrat_speaker_02_9_1.wav,gujrat_spk_0284,gujrat,adult,read,,48000,train,3.904
gujrat\Gujrat_speaker_02_9_10.wav,Gujrat_speaker_02_9_10.wav,gujrat_spk_0285,gujrat,adult,read,,48000,train,4.010666666666666
gujrat\Gujrat_speaker_02_9_11.wav,Gujrat_speaker_02_9_11.wav,gujrat_spk_0286,gujrat,adult,read,,48000,train,5.034666666666666
gujrat\Gujrat_speaker_02_9_12.wav,Gujrat_speaker_02_9_12.wav,gujrat_spk_0287,gujrat,adult,read,,48000,train,4.650666666666667
gujrat\Gujrat_speaker_02_9_13.wav,Gujrat_speaker_02_9_13.wav,gujrat_spk_0288,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_9_14.wav,Gujrat_speaker_02_9_14.wav,gujrat_spk_0289,gujrat,adult,read,,48000,train,4.522666666666667
gujrat\Gujrat_speaker_02_9_2.wav,Gujrat_speaker_02_9_2.wav,gujrat_spk_0290,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_9_3.wav,Gujrat_speaker_02_9_3.wav,gujrat_spk_0291,gujrat,adult,read,,48000,train,4.458666666666667
gujrat\Gujrat_speaker_02_9_4.wav,Gujrat_speaker_02_9_4.wav,gujrat_spk_0292,gujrat,adult,read,,48000,train,4.096
gujrat\Gujrat_speaker_02_9_5.wav,Gujrat_speaker_02_9_5.wav,gujrat_spk_0293,gujrat,adult,read,,48000,train,4.757333333333333
gujrat\Gujrat_speaker_02_9_6.wav,Gujrat_speaker_02_9_6.wav,gujrat_spk_0294,gujrat,adult,read,,48000,train,3.776
gujrat\Gujrat_speaker_02_9_7.wav,Gujrat_speaker_02_9_7.wav,gujrat_spk_0295,gujrat,adult,read,,48000,train,4.48
gujrat\Gujrat_speaker_02_9_8.wav,Gujrat_speaker_02_9_8.wav,gujrat_spk_0296,gujrat,adult,read,,48000,train,5.354666666666667
gujrat\Gujrat_speaker_02_9_9.wav,Gujrat_speaker_02_9_9.wav,gujrat_spk_0297,gujrat,adult,read,,48000,train,4.245333333333333
jharkhand\Jharkhand_speaker_01_Recording (10).wav,Jharkhand_speaker_01_Recording (10).wav,jharkhand_spk_0000,jharkhand,adult,read,,44100,train,5.758548752834467
jharkhand\Jharkhand_speaker_01_Recording (10)_1.wav,Jharkhand_speaker_01_Recording (10)_1.wav,jharkhand_spk_0001,jharkhand,adult,read,,44100,train,4.760090702947846
jharkhand\Jharkhand_speaker_01_Recording (10)_10.wav,Jharkhand_speaker_01_Recording (10)_10.wav,jharkhand_spk_0002,jharkhand,adult,read,,44100,train,6.826666666666667
jharkhand\Jharkhand_speaker_01_Recording (10)_11.wav,Jharkhand_speaker_01_Recording (10)_11.wav,jharkhand_spk_0003,jharkhand,adult,read,,44100,train,5.410249433106576
jharkhand\Jharkhand_speaker_01_Recording (10)_12.wav,Jharkhand_speaker_01_Recording (10)_12.wav,jharkhand_spk_0004,jharkhand,adult,read,,44100,train,5.270929705215419
jharkhand\Jharkhand_speaker_01_Recording (10)_13.wav,Jharkhand_speaker_01_Recording (10)_13.wav,jharkhand_spk_0005,jharkhand,adult,read,,44100,train,5.363809523809524
jharkhand\Jharkhand_speaker_01_Recording (10)_14.wav,Jharkhand_speaker_01_Recording (10)_14.wav,jharkhand_spk_0006,jharkhand,adult,read,,44100,train,5.990748299319728
jharkhand\Jharkhand_speaker_01_Recording (10)_15.wav,Jharkhand_speaker_01_Recording (10)_15.wav,jharkhand_spk_0007,jharkhand,adult,read,,44100,train,5.712108843537415
jharkhand\Jharkhand_speaker_01_Recording (10)_16.wav,Jharkhand_speaker_01_Recording (10)_16.wav,jharkhand_spk_0008,jharkhand,adult,read,,44100,train,5.7817687074829935
jharkhand\Jharkhand_speaker_01_Recording (10)_17.wav,Jharkhand_speaker_01_Recording (10)_17.wav,jharkhand_spk_0009,jharkhand,adult,read,,44100,train,4.85297052154195
jharkhand\Jharkhand_speaker_01_Recording (10)_18.wav,Jharkhand_speaker_01_Recording (10)_18.wav,jharkhand_spk_0010,jharkhand,adult,read,,44100,train,5.456689342403628
jharkhand\Jharkhand_speaker_01_Recording (10)_19.wav,Jharkhand_speaker_01_Recording (10)_19.wav,jharkhand_spk_0011,jharkhand,adult,read,,44100,train,5.317369614512471
jharkhand\Jharkhand_speaker_01_Recording (10)_2.wav,Jharkhand_speaker_01_Recording (10)_2.wav,jharkhand_spk_0012,jharkhand,adult,read,,44100,train,5.340589569160998
jharkhand\Jharkhand_speaker_01_Recording (10)_20.wav,Jharkhand_speaker_01_Recording (10)_20.wav,jharkhand_spk_0013,jharkhand,adult,read,,44100,train,5.596009070294785
jharkhand\Jharkhand_speaker_01_Recording (10)_21.wav,Jharkhand_speaker_01_Recording (10)_21.wav,jharkhand_spk_0014,jharkhand,adult,read,,44100,train,5.735328798185941
jharkhand\Jharkhand_speaker_01_Recording (10)_22.wav,Jharkhand_speaker_01_Recording (10)_22.wav,jharkhand_spk_0015,jharkhand,adult,read,,44100,train,5.712108843537415
jharkhand\Jharkhand_speaker_01_Recording (10)_23.wav,Jharkhand_speaker_01_Recording (10)_23.wav,jharkhand_spk_0016,jharkhand,adult,read,,44100,train,5.131609977324263
jharkhand\Jharkhand_speaker_01_Recording (10)_24.wav,Jharkhand_speaker_01_Recording (10)_24.wav,jharkhand_spk_0017,jharkhand,adult,read,,44100,train,6.965986394557823
jharkhand\Jharkhand_speaker_01_Recording (10)_25.wav,Jharkhand_speaker_01_Recording (10)_25.wav,jharkhand_spk_0018,jharkhand,adult,read,,44100,train,6.246167800453515
jharkhand\Jharkhand_speaker_01_Recording (10)_26.wav,Jharkhand_speaker_01_Recording (10)_26.wav,jharkhand_spk_0019,jharkhand,adult,read,,44100,train,5.944308390022676
jharkhand\Jharkhand_speaker_01_Recording (10)_27.wav,Jharkhand_speaker_01_Recording (10)_27.wav,jharkhand_spk_0020,jharkhand,adult,read,,44100,train,5.526349206349207
jharkhand\Jharkhand_speaker_01_Recording (10)_28.wav,Jharkhand_speaker_01_Recording (10)_28.wav,jharkhand_spk_0021,jharkhand,adult,read,,44100,train,5.990748299319728
jharkhand\Jharkhand_speaker_01_Recording (10)_29.wav,Jharkhand_speaker_01_Recording (10)_29.wav,jharkhand_spk_0022,jharkhand,adult,read,,44100,train,7.778684807256236
jharkhand\Jharkhand_speaker_01_Recording (10)_3.wav,Jharkhand_speaker_01_Recording (10)_3.wav,jharkhand_spk_0023,jharkhand,adult,read,,44100,train,5.642448979591837
jharkhand\Jharkhand_speaker_01_Recording (10)_30.wav,Jharkhand_speaker_01_Recording (10)_30.wav,jharkhand_spk_0024,jharkhand,adult,read,,44100,train,5.944308390022676
jharkhand\Jharkhand_speaker_01_Recording (10)_31.wav,Jharkhand_speaker_01_Recording (10)_31.wav,jharkhand_spk_0025,jharkhand,adult,read,,44100,train,6.548027210884354
jharkhand\Jharkhand_speaker_01_Recording (10)_4.wav,Jharkhand_speaker_01_Recording (10)_4.wav,jharkhand_spk_0026,jharkhand,adult,read,,44100,train,6.362267573696145
jharkhand\Jharkhand_speaker_01_Recording (10)_5.wav,Jharkhand_speaker_01_Recording (10)_5.wav,jharkhand_spk_0027,jharkhand,adult,read,,44100,train,6.640907029478458
jharkhand\Jharkhand_speaker_01_Recording (10)_6.wav,Jharkhand_speaker_01_Recording (10)_6.wav,jharkhand_spk_0028,jharkhand,adult,read,,44100,train,6.060408163265306
jharkhand\Jharkhand_speaker_01_Recording (10)_7.wav,Jharkhand_speaker_01_Recording (10)_7.wav,jharkhand_spk_0029,jharkhand,adult,read,,44100,train,5.688888888888889
jharkhand\Jharkhand_speaker_01_Recording (10)_8.wav,Jharkhand_speaker_01_Recording (10)_8.wav,jharkhand_spk_0030,jharkhand,adult,read,,44100,train,5.804988662131519
jharkhand\Jharkhand_speaker_01_Recording (10)_9.wav,Jharkhand_speaker_01_Recording (10)_9.wav,jharkhand_spk_0031,jharkhand,adult,read,,44100,train,4.73687074829932
jharkhand\Jharkhand_speaker_01_Recording (11).wav,Jharkhand_speaker_01_Recording (11).wav,jharkhand_spk_0032,jharkhand,adult,read,,44100,train,5.874648526077097
jharkhand\Jharkhand_speaker_01_Recording (2).wav,Jharkhand_speaker_01_Recording (2).wav,jharkhand_spk_0033,jharkhand,adult,read,,44100,train,5.897868480725624
jharkhand\Jharkhand_speaker_01_Recording (2)_1.wav,Jharkhand_speaker_01_Recording (2)_1.wav,jharkhand_spk_0034,jharkhand,adult,read,,44100,train,5.874648526077097
jharkhand\Jharkhand_speaker_01_Recording (2)_10.wav,Jharkhand_speaker_01_Recording (2)_10.wav,jharkhand_spk_0035,jharkhand,adult,read,,44100,train,6.292607709750567
jharkhand\Jharkhand_speaker_01_Recording (2)_11.wav,Jharkhand_speaker_01_Recording (2)_11.wav,jharkhand_spk_0036,jharkhand,adult,read,,44100,train,6.431927437641724
jharkhand\Jharkhand_speaker_01_Recording (2)_12.wav,Jharkhand_speaker_01_Recording (2)_12.wav,jharkhand_spk_0037,jharkhand,adult,read,,44100,train,5.596009070294785
jharkhand\Jharkhand_speaker_01_Recording (2)_13.wav,Jharkhand_speaker_01_Recording (2)_13.wav,jharkhand_spk_0038,jharkhand,adult,read,,44100,train,7.87156462585034
jharkhand\Jharkhand_speaker_01_Recording (2)_14.wav,Jharkhand_speaker_01_Recording (2)_14.wav,jharkhand_spk_0039,jharkhand,adult,read,,44100,train,5.7817687074829935
jharkhand\Jharkhand_speaker_01_Recording (2)_15.wav,Jharkhand_speaker_01_Recording (2)_15.wav,jharkhand_spk_0040,jharkhand,adult,read,,44100,train,11.563537414965987
jharkhand\Jharkhand_speaker_01_Recording (2)_16.wav,Jharkhand_speaker_01_Recording (2)_16.wav,jharkhand_spk_0041,jharkhand,adult,read,,44100,train,5.5495691609977325
jharkhand\Jharkhand_speaker_01_Recording (2)_17.wav,Jharkhand_speaker_01_Recording (2)_17.wav,jharkhand_spk_0042,jharkhand,adult,read,,44100,train,5.6656689342403626
jharkhand\Jharkhand_speaker_01_Recording (2)_18.wav,Jharkhand_speaker_01_Recording (2)_18.wav,jharkhand_spk_0043,jharkhand,adult,read,,44100,train,4.667210884353741
jharkhand\Jharkhand_speaker_01_Recording (2)_19.wav,Jharkhand_speaker_01_Recording (2)_19.wav,jharkhand_spk_0044,jharkhand,adult,read,,44100,train,8.034104308390022
jharkhand\Jharkhand_speaker_01_Recording (2)_2.wav,Jharkhand_speaker_01_Recording (2)_2.wav,jharkhand_spk_0045,jharkhand,adult,read,,44100,train,4.667210884353741
jharkhand\Jharkhand_speaker_01_Recording (2)_20.wav,Jharkhand_speaker_01_Recording (2)_20.wav,jharkhand_spk_0046,jharkhand,adult,read,,44100,train,5.131609977324263
jharkhand\Jharkhand_speaker_01_Recording (2)_21.wav,Jharkhand_speaker_01_Recording (2)_21.wav,jharkhand_spk_0047,jharkhand,adult,read,,44100,train,4.713650793650793
jharkhand\Jharkhand_speaker_01_Recording (2)_22.wav,Jharkhand_speaker_01_Recording (2)_22.wav,jharkhand_spk_0048,jharkhand,adult,read,,44100,train,4.760090702947846
jharkhand\Jharkhand_speaker_01_Recording (2)_23.wav,Jharkhand_speaker_01_Recording (2)_23.wav,jharkhand_spk_0049,jharkhand,adult,read,,44100,train,6.501587301587302
jharkhand\Jharkhand_speaker_01_Recording (2)_24.wav,Jharkhand_speaker_01_Recording (2)_24.wav,jharkhand_spk_0050,jharkhand,adult,read,,44100,train,6.222947845804988
jharkhand\Jharkhand_speaker_01_Recording (2)_25.wav,Jharkhand_speaker_01_Recording (2)_25.wav,jharkhand_spk_0051,jharkhand,adult,read,,44100,train,5.61922902494331
jharkhand\Jharkhand_speaker_01_Recording (2)_26.wav,Jharkhand_speaker_01_Recording (2)_26.wav,jharkhand_spk_0052,jharkhand,adult,read,,44100,train,5.131609977324263
jharkhand\Jharkhand_speaker_01_Recording (2)_27.wav,Jharkhand_speaker_01_Recording (2)_27.wav,jharkhand_spk_0053,jharkhand,adult,read,,44100,train,5.804988662131519
jharkhand\Jharkhand_speaker_01_Recording (2)_28.wav,Jharkhand_speaker_01_Recording (2)_28.wav,jharkhand_spk_0054,jharkhand,adult,read,,44100,train,4.31891156462585
jharkhand\Jharkhand_speaker_01_Recording (2)_29.wav,Jharkhand_speaker_01_Recording (2)_29.wav,jharkhand_spk_0055,jharkhand,adult,read,,44100,train,6.013968253968254
jharkhand\Jharkhand_speaker_01_Recording (2)_3.wav,Jharkhand_speaker_01_Recording (2)_3.wav,jharkhand_spk_0056,jharkhand,adult,read,,44100,train,5.456689342403628
jharkhand\Jharkhand_speaker_01_Recording (2)_30.wav,Jharkhand_speaker_01_Recording (2)_30.wav,jharkhand_spk_0057,jharkhand,adult,read,,44100,train,6.942766439909297
jharkhand\Jharkhand_speaker_01_Recording (2)_31.wav,Jharkhand_speaker_01_Recording (2)_31.wav,jharkhand_spk_0058,jharkhand,adult,read,,44100,train,5.735328798185941
jharkhand\Jharkhand_speaker_01_Recording (2)_32.wav,Jharkhand_speaker_01_Recording (2)_32.wav,jharkhand_spk_0059,jharkhand,adult,read,,44100,train,5.456689342403628
jharkhand\Jharkhand_speaker_01_Recording (2)_4.wav,Jharkhand_speaker_01_Recording (2)_4.wav,jharkhand_spk_0060,jharkhand,adult,read,,44100,train,5.990748299319728
jharkhand\Jharkhand_speaker_01_Recording (2)_5.wav,Jharkhand_speaker_01_Recording (2)_5.wav,jharkhand_spk_0061,jharkhand,adult,read,,44100,train,6.106848072562358
jharkhand\Jharkhand_speaker_01_Recording (2)_6.wav,Jharkhand_speaker_01_Recording (2)_6.wav,jharkhand_spk_0062,jharkhand,adult,read,,44100,train,5.5495691609977325
jharkhand\Jharkhand_speaker_01_Recording (2)_7.wav,Jharkhand_speaker_01_Recording (2)_7.wav,jharkhand_spk_0063,jharkhand,adult,read,,44100,train,5.085170068027211
jharkhand\Jharkhand_speaker_01_Recording (2)_8.wav,Jharkhand_speaker_01_Recording (2)_8.wav,jharkhand_spk_0064,jharkhand,adult,read,,44100,train,4.365351473922902
jharkhand\Jharkhand_speaker_01_Recording (2)_9.wav,Jharkhand_speaker_01_Recording (2)_9.wav,jharkhand_spk_0065,jharkhand,adult,read,,44100,train,5.7817687074829935
